Sum of Age,Sum of CommuteDistance,CommuteMode,Dept,EduLevel,Count of EmpID,EmpType,Gender,Sum of Experience,haveOT,JobLevel,Sum of JobSatisfaction,MaritalStatus,Sum of NumCompanies,Sum of NumReports,Sum of PhysicalActivityHours,Sum of SleepHours,Sum of Stress,Sum of TeamSize,Sum of TrainingHoursPerYear,Sum of WLB,Sum of WorkEnv,Sum of Workload
179,86,Car,Marketing,Bachelor,5,Full-Time,Female,54,FALSE,Mid,16,Married,22,0,10,36,17,59,176,21,12,18
105,84,Car,Marketing,Bachelor,4,Full-Time,Female,14,FALSE,Mid,11,Single,4,0,4,31,5,55,127,12,9,12
34,13,Car,Marketing,Bachelor,1,Full-Time,Female,5,FALSE,Senior,4,Divorced,4,8,2,7,1,23,42,4,2,1
560,225,Car,Marketing,Bachelor,13,Full-Time,Female,204,FALSE,Senior,46,Married,87,62,28,93,22,266,622,48,32,40
42,15,Car,Marketing,Bachelor,1,Full-Time,Female,5,FALSE,Senior,3,Single,6,1,3,7,1,17,42,3,3,3
24,15,Car,Marketing,Bachelor,1,Full-Time,Female,2,TRUE,Junior,3,Single,0,0,4,7,1,6,21,3,1,2
32,9,Car,Marketing,Bachelor,1,Full-Time,Female,10,TRUE,Mid,1,Married,3,0,3,6,1,15,35,5,1,5
39,28,Car,Marketing,Bachelor,1,Full-Time,Female,16,TRUE,Mid,4,Single,5,0,3,8,4,13,38,4,4,2
32,28,Car,Marketing,Bachelor,1,Full-Time,Female,7,TRUE,Senior,3,Divorced,3,5,2,6,2,21,44,2,1,3
69,37,Car,Marketing,Bachelor,2,Full-Time,Female,21,TRUE,Senior,6,Married,7,16,5,16,3,38,91,8,7,6
32,17,Car,Marketing,Bachelor,1,Full-Time,Female,10,TRUE,Senior,4,Single,3,3,3,8,1,18,45,1,1,3
23,6,Car,Marketing,Bachelor,1,Full-Time,Male,1,FALSE,Intern/Fresher,4,Single,0,0,2,7,4,29,10,4,3,2
75,63,Car,Marketing,Bachelor,3,Full-Time,Male,9,FALSE,Junior,8,Single,3,0,6,21,5,21,66,9,8,11
58,9,Car,Marketing,Bachelor,1,Full-Time,Male,28,FALSE,Lead,1,Divorced,12,7,1,7,1,26,64,2,1,5
104,30,Car,Marketing,Bachelor,2,Full-Time,Male,31,FALSE,Lead,10,Married,20,8,3,13,4,53,116,4,7,10
118,38,Car,Marketing,Bachelor,3,Full-Time,Male,49,FALSE,Mid,12,Married,16,0,4,23,4,39,114,9,8,4
82,45,Car,Marketing,Bachelor,2,Full-Time,Male,13,FALSE,Mid,4,Single,12,0,5,13,2,28,66,6,6,10
76,33,Car,Marketing,Bachelor,2,Full-Time,Male,32,FALSE,Senior,2,Married,10,5,3,14,4,43,96,3,3,6
26,5,Car,Marketing,Bachelor,1,Full-Time,Male,4,FALSE,Senior,2,Single,1,4,1,6,1,23,42,5,3,3
40,5,Car,Marketing,Bachelor,1,Full-Time,Male,18,TRUE,Mid,4,Married,6,0,2,7,1,12,39,4,4,3
28,12,Car,Marketing,Bachelor,1,Full-Time,Male,4,TRUE,Mid,1,Single,2,0,2,7,1,10,32,3,1,4
52,37,Car,Marketing,Bachelor,2,Full-Time,Other,8,FALSE,Junior,6,Single,2,0,3,11,4,16,44,3,6,6
88,38,Car,Marketing,Bachelor,2,Full-Time,Other,23,FALSE,Mid,8,Single,14,0,5,13,2,29,72,10,5,5
69,52,Car,Marketing,Bachelor,2,Full-Time,Other,25,FALSE,Senior,8,Single,8,2,5,13,3,33,92,8,6,6
90,55,Car,Marketing,Bachelor,3,Full-Time,Other,12,TRUE,Mid,11,Single,7,0,5,23,7,36,97,11,10,8
54,24,Car,Marketing,Bachelor,2,Part-Time,Female,10,FALSE,Junior,5,Single,3,0,3,14,3,16,45,3,5,8
49,21,Car,Marketing,Bachelor,1,Part-Time,Female,19,FALSE,Lead,5,Married,9,5,3,6,1,25,60,5,4,5
33,17,Car,Marketing,Bachelor,1,Part-Time,Female,11,FALSE,Mid,2,Married,3,0,1,6,3,10,36,5,3,1
27,25,Car,Marketing,Bachelor,1,Part-Time,Female,3,FALSE,Mid,3,Single,1,0,3,8,1,10,32,4,3,3
48,27,Car,Marketing,Bachelor,1,Part-Time,Female,26,FALSE,Senior,5,Divorced,8,7,2,7,2,24,53,4,5,2
40,14,Car,Marketing,Bachelor,1,Part-Time,Female,1,FALSE,Senior,4,Married,6,4,3,6,2,24,40,5,3,2
39,25,Car,Marketing,Bachelor,1,Part-Time,Female,15,FALSE,Senior,4,Single,5,4,2,8,4,16,48,1,5,3
51,20,Car,Marketing,Bachelor,2,Part-Time,Female,7,TRUE,Junior,6,Single,2,0,4,13,3,16,44,5,3,6
112,68,Car,Marketing,Bachelor,3,Part-Time,Male,18,FALSE,Senior,8,Married,15,24,4,22,9,59,128,7,10,6
33,9,Car,Marketing,Bachelor,1,Part-Time,Male,5,FALSE,Senior,5,Single,3,4,2,6,1,15,42,2,5,2
24,24,Car,Marketing,High School,1,Contract,Female,2,FALSE,Junior,4,Married,0,0,1,7,3,9,21,2,5,2
22,22,Car,Marketing,High School,1,Full-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,2,6,1,20,10,1,2,2
45,48,Car,Marketing,High School,2,Full-Time,Female,1,FALSE,Junior,7,Single,0,0,0,12,2,19,40,3,5,5
22,8,Car,Marketing,High School,1,Full-Time,Female,0,TRUE,Junior,4,Single,0,0,4,7,1,9,20,4,1,2
88,64,Car,Marketing,High School,4,Full-Time,Male,0,FALSE,Intern/Fresher,15,Single,0,0,5,27,6,99,40,15,14,12
28,18,Car,Marketing,High School,1,Full-Time,Male,6,TRUE,Junior,4,Single,2,0,2,5,1,9,23,4,4,4
165,65,Car,Marketing,Master,3,Full-Time,Female,61,FALSE,Lead,11,Married,32,8,6,22,7,82,180,10,6,9
40,7,Car,Marketing,Master,1,Full-Time,Female,17,FALSE,Lead,4,Single,6,9,3,8,1,25,58,2,2,1
30,14,Car,Marketing,Master,1,Full-Time,Female,8,FALSE,Mid,5,Divorced,2,0,1,7,1,11,34,3,2,3
32,12,Car,Marketing,Master,1,Full-Time,Female,4,FALSE,Mid,4,Married,3,0,2,7,1,12,32,2,1,2
87,35,Car,Marketing,Master,2,Full-Time,Female,27,FALSE,Senior,8,Married,13,13,2,13,2,45,94,8,8,9
37,5,Car,Marketing,Master,1,Full-Time,Female,13,FALSE,Senior,3,Single,5,8,0,7,2,15,46,5,1,5
160,44,Car,Marketing,Master,3,Full-Time,Male,62,FALSE,Lead,8,Married,30,16,5,22,5,73,181,7,6,9
127,68,Car,Marketing,Master,3,Full-Time,Male,15,FALSE,Senior,12,Married,19,9,7,25,3,57,128,9,11,9
38,19,Car,Marketing,Master,1,Full-Time,Male,16,FALSE,Senior,5,Single,5,1,0,8,3,24,48,2,3,2
36,12,Car,Marketing,Master,1,Part-Time,Male,3,FALSE,Senior,4,Single,4,7,2,7,1,17,42,5,1,4
46,24,Car,Marketing,PhD,1,Contract,Female,16,FALSE,Lead,4,Married,8,8,4,10,3,25,58,1,5,5
53,20,Car,Marketing,PhD,1,Full-Time,Female,23,FALSE,Lead,2,Divorced,10,3,2,8,2,20,62,2,3,1
143,45,Car,Marketing,PhD,3,Full-Time,Female,58,FALSE,Lead,6,Married,25,13,6,21,7,84,179,7,7,12
48,9,Car,Marketing,PhD,1,Full-Time,Male,7,FALSE,Lead,1,Single,8,2,3,6,5,24,54,1,1,3
91,38,Car,Marketing,PhD,2,Full-Time,Other,35,FALSE,Lead,5,Single,15,3,2,14,3,53,117,5,6,7
72,24,Car,Operations,Bachelor,2,Contract,Female,18,FALSE,Mid,9,Married,9,0,2,14,2,24,68,9,3,3
26,16,Car,Operations,Bachelor,1,Contract,Female,4,FALSE,Mid,5,Single,1,0,2,6,3,13,32,5,2,2
41,10,Car,Operations,Bachelor,1,Contract,Female,6,FALSE,Senior,4,Divorced,6,2,3,7,1,19,43,5,3,5
49,16,Car,Operations,Bachelor,1,Contract,Female,27,FALSE,Senior,4,Married,9,4,3,8,4,24,54,4,4,5
28,27,Car,Operations,Bachelor,1,Contract,Female,6,FALSE,Senior,2,Single,2,7,4,5,1,25,43,2,2,1
30,26,Car,Operations,Bachelor,1,Contract,Female,8,TRUE,Senior,1,Married,2,6,3,6,1,24,44,2,1,2
29,18,Car,Operations,Bachelor,1,Contract,Male,4,FALSE,Junior,4,Single,2,0,3,6,1,7,22,3,5,4
27,8,Car,Operations,Bachelor,1,Contract,Male,5,FALSE,Mid,4,Single,1,0,1,6,1,15,32,5,1,5
71,40,Car,Operations,Bachelor,2,Contract,Male,19,FALSE,Senior,8,Married,8,9,5,14,2,42,89,8,4,7
30,17,Car,Operations,Bachelor,1,Contract,Other,8,TRUE,Senior,4,Single,2,9,1,8,2,25,44,1,5,3
22,21,Car,Operations,Bachelor,1,Full-Time,Female,0,FALSE,Intern/Fresher,5,Single,0,0,2,8,1,30,10,4,5,1
28,24,Car,Operations,Bachelor,1,Full-Time,Female,6,FALSE,Junior,4,Married,2,0,2,7,2,5,23,1,5,1
228,134,Car,Operations,Bachelor,9,Full-Time,Female,30,FALSE,Junior,36,Single,8,0,17,66,12,64,196,27,26,27
50,11,Car,Operations,Bachelor,1,Full-Time,Female,9,FALSE,Lead,4,Married,9,9,1,8,2,20,54,1,5,4
322,160,Car,Operations,Bachelor,9,Full-Time,Female,106,FALSE,Mid,33,Married,38,0,18,63,18,105,323,24,32,27
173,53,Car,Operations,Bachelor,5,Full-Time,Female,49,FALSE,Mid,20,Single,20,0,10,36,7,62,173,13,17,17
35,27,Car,Operations,Bachelor,1,Full-Time,Female,13,FALSE,Senior,1,Divorced,4,6,1,5,4,24,46,4,1,2
213,76,Car,Operations,Bachelor,5,Full-Time,Female,53,FALSE,Senior,21,Married,32,29,9,36,7,105,228,12,20,14
124,46,Car,Operations,Bachelor,3,Full-Time,Female,41,FALSE,Senior,13,Single,18,11,6,23,3,60,140,7,9,11
90,22,Car,Operations,Bachelor,2,Full-Time,Female,30,TRUE,Mid,6,Married,15,0,3,13,4,23,76,5,6,7
95,37,Car,Operations,Bachelor,2,Full-Time,Female,10,TRUE,Senior,7,Married,16,12,5,12,2,36,85,9,6,6
23,8,Car,Operations,Bachelor,1,Full-Time,Male,1,FALSE,Intern/Fresher,5,Single,0,0,1,8,5,24,10,3,5,3
25,5,Car,Operations,Bachelor,1,Full-Time,Male,3,FALSE,Junior,5,Married,1,0,2,5,2,10,22,4,4,1
104,74,Car,Operations,Bachelor,4,Full-Time,Male,16,FALSE,Junior,12,Single,4,0,7,30,7,32,87,10,12,11
49,14,Car,Operations,Bachelor,1,Full-Time,Male,27,FALSE,Lead,4,Single,9,8,2,7,1,20,64,1,3,1
46,22,Car,Operations,Bachelor,1,Full-Time,Male,11,FALSE,Mid,3,Divorced,8,0,1,8,1,12,36,5,1,5
364,188,Car,Operations,Bachelor,10,Full-Time,Male,103,FALSE,Mid,36,Married,43,0,23,68,20,119,351,35,26,24
138,67,Car,Operations,Bachelor,5,Full-Time,Male,19,FALSE,Mid,20,Single,7,0,11,36,7,56,158,19,9,7
69,34,Car,Operations,Bachelor,2,Full-Time,Male,11,FALSE,Senior,8,Divorced,8,10,2,13,3,40,85,4,10,4
240,94,Car,Operations,Bachelor,6,Full-Time,Male,89,FALSE,Senior,23,Married,33,29,11,40,7,123,284,18,21,16
209,129,Car,Operations,Bachelor,6,Full-Time,Male,45,FALSE,Senior,20,Single,24,28,12,40,8,131,262,15,14,16
24,25,Car,Operations,Bachelor,1,Full-Time,Male,2,TRUE,Junior,3,Married,0,0,1,7,3,10,21,1,4,5
78,41,Car,Operations,Bachelor,3,Full-Time,Male,12,TRUE,Junior,10,Single,3,0,6,23,8,30,67,6,11,7
33,17,Car,Operations,Bachelor,1,Full-Time,Male,11,TRUE,Mid,3,Married,3,0,3,6,2,11,36,3,5,3
70,20,Car,Operations,Bachelor,2,Full-Time,Male,9,TRUE,Mid,6,Single,8,0,2,15,6,30,65,4,7,9
53,20,Car,Operations,Bachelor,1,Full-Time,Male,9,TRUE,Senior,2,Married,10,6,4,7,2,18,44,5,5,5
29,28,Car,Operations,Bachelor,1,Full-Time,Other,7,FALSE,Junior,4,Single,2,0,2,9,1,6,24,1,5,3
51,28,Car,Operations,Bachelor,1,Full-Time,Other,27,FALSE,Lead,5,Single,9,1,2,7,1,25,64,5,5,1
211,66,Car,Operations,Bachelor,4,Full-Time,Other,65,FALSE,Senior,12,Single,40,22,7,26,5,86,193,14,11,15
101,29,Car,Operations,Bachelor,2,Part-Time,Female,29,FALSE,Lead,8,Married,18,13,7,16,3,53,114,3,3,5
40,28,Car,Operations,Bachelor,1,Part-Time,Female,12,FALSE,Mid,4,Divorced,6,0,2,7,1,14,36,2,2,2
111,43,Car,Operations,Bachelor,3,Part-Time,Female,37,FALSE,Mid,11,Married,13,0,5,20,4,36,109,6,11,7
33,14,Car,Operations,Bachelor,1,Part-Time,Female,11,FALSE,Mid,1,Single,3,0,3,6,3,14,36,1,2,3
32,5,Car,Operations,Bachelor,1,Part-Time,Female,10,FALSE,Senior,3,Married,3,9,2,8,3,22,45,4,1,2
26,29,Car,Operations,Bachelor,1,Part-Time,Female,4,TRUE,Junior,1,Single,1,0,1,9,1,10,22,1,2,5
31,14,Car,Operations,Bachelor,1,Part-Time,Female,8,TRUE,Senior,1,Single,3,2,3,6,3,20,44,2,3,5
25,11,Car,Operations,Bachelor,1,Part-Time,Male,3,FALSE,Junior,4,Married,1,0,2,6,4,8,22,5,4,4
25,5,Car,Operations,Bachelor,1,Part-Time,Male,2,FALSE,Junior,2,Single,1,0,4,6,1,8,21,5,1,1
36,21,Car,Operations,Bachelor,1,Part-Time,Male,14,FALSE,Mid,5,Married,4,0,3,9,3,10,37,4,4,2
50,21,Car,Operations,Bachelor,1,Part-Time,Male,8,FALSE,Senior,4,Divorced,9,8,3,6,1,20,44,2,1,1
32,26,Car,Operations,Bachelor,1,Part-Time,Male,7,FALSE,Senior,4,Married,3,5,1,5,3,23,44,1,4,1
23,28,Car,Operations,Bachelor,1,Part-Time,Male,1,TRUE,Intern/Fresher,2,Single,0,0,2,6,1,28,10,1,2,4
40,21,Car,Operations,Bachelor,1,Part-Time,Male,18,TRUE,Senior,4,Married,6,3,2,8,4,21,49,4,5,1
24,12,Car,Operations,Bachelor,1,Part-Time,Other,2,FALSE,Junior,4,Single,0,0,1,6,1,6,21,2,5,2
35,17,Car,Operations,Bachelor,1,Part-Time,Other,2,FALSE,Senior,4,Single,4,7,3,9,4,22,41,1,3,1
76,40,Car,Operations,High School,3,Full-Time,Female,6,FALSE,Junior,14,Single,3,0,4,21,4,22,63,11,11,5
22,14,Car,Operations,High School,1,Full-Time,Female,0,TRUE,Intern/Fresher,4,Single,0,0,3,7,2,22,10,5,2,3
23,20,Car,Operations,High School,1,Full-Time,Male,1,FALSE,Intern/Fresher,4,Single,0,0,1,7,4,29,10,2,5,3
94,47,Car,Operations,High School,4,Full-Time,Male,6,FALSE,Junior,17,Single,0,0,5,26,5,31,83,11,9,11
22,5,Car,Operations,High School,1,Full-Time,Other,0,FALSE,Junior,4,Single,0,0,2,8,1,10,20,4,4,3
24,11,Car,Operations,High School,1,Part-Time,Female,2,FALSE,Junior,4,Single,0,0,3,8,1,8,21,5,5,5
42,19,Car,Operations,Master,1,Contract,Female,6,FALSE,Lead,3,Married,6,4,3,8,1,25,53,3,3,1
53,15,Car,Operations,Master,1,Full-Time,Female,10,FALSE,Lead,3,Married,10,7,1,7,1,29,55,4,1,2
32,24,Car,Operations,Master,1,Full-Time,Female,3,FALSE,Senior,3,Married,3,7,0,8,1,23,42,1,3,5
35,19,Car,Operations,Master,1,Full-Time,Female,13,FALSE,Senior,4,Single,4,3,1,7,1,17,46,5,4,2
34,26,Car,Operations,Master,1,Full-Time,Female,12,TRUE,Senior,5,Married,4,4,2,8,3,17,46,4,3,4
33,27,Car,Operations,Master,1,Full-Time,Female,11,TRUE,Senior,3,Single,3,8,2,7,1,23,46,5,2,2
95,39,Car,Operations,Master,2,Full-Time,Male,28,FALSE,Lead,6,Divorced,17,8,5,13,3,43,114,7,6,10
57,14,Car,Operations,Master,1,Full-Time,Male,19,TRUE,Lead,1,Married,11,9,1,5,4,27,60,1,2,5
34,14,Car,Operations,Master,1,Full-Time,Male,12,TRUE,Senior,4,Married,4,2,4,8,2,20,46,4,4,2
40,18,Car,Operations,Master,1,Full-Time,Other,6,FALSE,Mid,3,Single,6,0,1,7,3,15,33,5,2,1
38,24,Car,Operations,Master,1,Full-Time,Other,16,FALSE,Senior,5,Single,5,2,3,7,1,18,48,2,5,2
30,5,Car,Operations,Master,1,Part-Time,Female,8,TRUE,Senior,5,Single,2,3,2,6,1,16,44,2,5,2
51,6,Car,Operations,Master,1,Part-Time,Male,21,FALSE,Senior,5,Married,9,6,1,7,3,17,50,3,2,5
36,15,Car,Operations,Master,1,Part-Time,Male,14,TRUE,Mid,5,Single,4,0,1,6,2,10,37,1,4,3
51,20,Car,Operations,PhD,1,Full-Time,Female,1,FALSE,Lead,1,Divorced,9,2,3,7,2,23,50,4,1,5
49,7,Car,Operations,PhD,1,Full-Time,Female,27,TRUE,Lead,4,Married,9,7,4,8,1,26,64,1,4,2
43,26,Car,Operations,PhD,1,Full-Time,Other,21,FALSE,Lead,4,Single,7,6,3,6,1,30,60,5,4,4
59,6,Car,Operations,PhD,1,Part-Time,Male,16,FALSE,Lead,3,Married,12,7,3,5,2,23,58,2,4,4
41,19,Car,Sales,Bachelor,1,Contract,Female,15,FALSE,Mid,1,Married,6,0,4,6,1,15,38,1,2,3
39,15,Car,Sales,Bachelor,1,Contract,Female,17,FALSE,Senior,3,Divorced,5,1,2,8,3,22,48,1,4,1
25,10,Car,Sales,Bachelor,1,Contract,Male,3,FALSE,Junior,5,Single,1,0,2,6,1,8,22,3,5,4
34,7,Car,Sales,Bachelor,1,Contract,Male,12,FALSE,Senior,4,Married,4,9,2,5,1,24,46,5,3,3
39,26,Car,Sales,Bachelor,1,Contract,Male,17,FALSE,Senior,5,Single,5,9,3,7,1,15,48,3,5,4
46,7,Car,Sales,Bachelor,1,Contract,Male,5,TRUE,Senior,5,Single,8,5,3,8,1,17,42,2,5,4
22,27,Car,Sales,Bachelor,1,Full-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,2,9,1,20,10,3,2,2
28,22,Car,Sales,Bachelor,1,Full-Time,Female,1,FALSE,Junior,5,Married,2,0,3,7,1,7,20,3,3,2
81,59,Car,Sales,Bachelor,3,Full-Time,Female,12,FALSE,Junior,10,Single,4,0,5,19,3,27,66,9,10,12
58,23,Car,Sales,Bachelor,1,Full-Time,Female,17,FALSE,Lead,5,Divorced,12,9,1,8,1,30,58,5,4,1
48,5,Car,Sales,Bachelor,1,Full-Time,Female,5,FALSE,Mid,4,Divorced,8,0,4,8,1,14,32,5,2,3
156,74,Car,Sales,Bachelor,4,Full-Time,Female,64,FALSE,Mid,12,Married,21,0,10,28,5,51,152,13,6,8
74,52,Car,Sales,Bachelor,2,Full-Time,Female,27,FALSE,Mid,6,Single,9,0,2,14,3,24,74,7,8,10
69,27,Car,Sales,Bachelor,2,Full-Time,Female,25,FALSE,Senior,5,Married,7,16,4,12,2,44,93,5,6,8
71,28,Car,Sales,Bachelor,2,Full-Time,Female,12,FALSE,Senior,7,Single,9,12,5,15,4,41,86,6,3,8
77,60,Car,Sales,Bachelor,3,Full-Time,Female,11,TRUE,Junior,12,Single,3,0,5,20,4,20,66,9,12,3
44,6,Car,Sales,Bachelor,1,Full-Time,Female,18,TRUE,Senior,1,Married,7,8,2,6,2,24,49,2,1,3
46,53,Car,Sales,Bachelor,2,Full-Time,Male,2,FALSE,Intern/Fresher,9,Single,0,0,2,14,3,48,20,8,5,8
57,16,Car,Sales,Bachelor,2,Full-Time,Male,13,FALSE,Junior,4,Single,4,0,6,13,8,20,47,6,9,7
53,15,Car,Sales,Bachelor,1,Full-Time,Male,10,FALSE,Lead,5,Married,10,9,1,9,1,28,55,4,3,3
153,60,Car,Sales,Bachelor,4,Full-Time,Male,51,FALSE,Mid,16,Married,20,0,9,28,6,56,145,11,18,10
126,35,Car,Sales,Bachelor,4,Full-Time,Male,37,FALSE,Mid,15,Single,11,0,9,28,10,45,139,12,10,11
225,91,Car,Sales,Bachelor,5,Full-Time,Male,42,FALSE,Senior,18,Married,37,26,12,38,11,102,221,20,17,14
39,26,Car,Sales,Bachelor,1,Full-Time,Male,17,FALSE,Senior,5,Single,5,9,2,8,1,18,48,5,4,2
64,24,Car,Sales,Bachelor,2,Full-Time,Male,11,TRUE,Mid,5,Married,6,0,5,15,3,30,65,5,5,6
40,5,Car,Sales,Bachelor,1,Full-Time,Male,7,TRUE,Senior,4,Divorced,6,3,1,8,1,15,44,2,5,3
37,5,Car,Sales,Bachelor,1,Full-Time,Male,15,TRUE,Senior,4,Single,5,8,2,6,1,16,48,3,5,1
26,10,Car,Sales,Bachelor,1,Full-Time,Other,4,FALSE,Junior,2,Single,1,0,2,6,1,6,22,4,5,3
49,14,Car,Sales,Bachelor,1,Full-Time,Other,19,FALSE,Lead,4,Single,9,1,1,6,1,25,60,1,5,4
43,20,Car,Sales,Bachelor,1,Full-Time,Other,4,FALSE,Mid,4,Single,7,0,2,7,1,15,32,5,1,3
37,23,Car,Sales,Bachelor,1,Full-Time,Other,15,FALSE,Senior,4,Single,5,6,2,6,1,19,48,5,5,4
23,13,Car,Sales,Bachelor,1,Part-Time,Female,1,FALSE,Intern/Fresher,4,Single,0,0,2,6,3,26,10,3,4,4
56,50,Car,Sales,Bachelor,2,Part-Time,Female,12,FALSE,Junior,9,Single,4,0,4,13,2,19,46,5,5,5
53,29,Car,Sales,Bachelor,1,Part-Time,Female,4,FALSE,Lead,5,Divorced,10,9,3,9,1,25,52,4,4,3
80,42,Car,Sales,Bachelor,2,Part-Time,Female,22,FALSE,Mid,7,Married,12,0,5,13,2,29,72,7,7,4
74,37,Car,Sales,Bachelor,2,Part-Time,Female,23,FALSE,Senior,5,Married,9,10,7,15,2,36,91,6,3,6
54,18,Car,Sales,Bachelor,1,Part-Time,Female,6,TRUE,Lead,4,Married,10,7,2,7,1,28,53,2,5,1
38,14,Car,Sales,Bachelor,1,Part-Time,Female,16,TRUE,Mid,3,Married,5,0,0,8,3,14,38,2,3,5
29,23,Car,Sales,Bachelor,1,Part-Time,Female,1,TRUE,Senior,4,Single,2,9,2,6,1,20,40,4,2,3
196,74,Car,Sales,Bachelor,5,Part-Time,Male,46,FALSE,Senior,21,Married,28,25,8,36,8,89,224,16,16,15
28,8,Car,Sales,Bachelor,1,Part-Time,Male,6,FALSE,Senior,3,Single,2,1,0,7,5,21,43,3,2,2
29,17,Car,Sales,Bachelor,1,Part-Time,Male,7,TRUE,Junior,4,Single,2,0,0,6,1,7,24,3,2,2
23,20,Car,Sales,Bachelor,1,Part-Time,Other,1,FALSE,Junior,5,Single,0,0,4,5,1,7,20,3,1,2
65,45,Car,Sales,Bachelor,2,Part-Time,Other,21,TRUE,Mid,9,Single,6,0,5,13,2,25,70,6,10,2
22,27,Car,Sales,High School,1,Full-Time,Female,0,FALSE,Intern/Fresher,3,Single,0,0,2,8,3,21,10,5,2,3
46,29,Car,Sales,High School,2,Full-Time,Female,2,TRUE,Intern/Fresher,7,Single,0,0,3,15,3,45,20,6,10,5
48,30,Car,Sales,High School,2,Full-Time,Male,4,FALSE,Junior,9,Single,1,0,4,15,2,15,42,5,7,5
22,13,Car,Sales,High School,1,Full-Time,Other,0,FALSE,Intern/Fresher,4,Single,0,0,1,7,2,29,10,5,3,2
29,8,Car,Sales,High School,1,Full-Time,Other,7,FALSE,Junior,4,Single,2,0,1,6,1,5,24,4,3,4
22,29,Car,Sales,High School,1,Part-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,3,9,1,24,10,1,3,2
22,25,Car,Sales,High School,1,Part-Time,Other,0,FALSE,Junior,4,Single,0,0,2,6,1,8,20,5,4,1
47,22,Car,Sales,Master,1,Contract,Female,16,TRUE,Mid,3,Married,8,0,0,8,1,14,38,5,4,4
30,15,Car,Sales,Master,1,Contract,Male,8,FALSE,Senior,3,Married,2,3,1,8,2,21,44,1,1,1
49,12,Car,Sales,Master,1,Contract,Male,22,TRUE,Lead,3,Divorced,9,7,2,7,2,30,61,2,5,1
52,29,Car,Sales,Master,1,Full-Time,Female,13,FALSE,Lead,3,Divorced,10,6,3,8,3,30,56,5,3,2
31,22,Car,Sales,Master,1,Full-Time,Female,9,FALSE,Mid,3,Single,3,0,2,6,3,12,34,3,4,4
40,8,Car,Sales,Master,1,Full-Time,Female,17,FALSE,Senior,3,Married,6,9,2,9,1,24,48,1,3,3
26,13,Car,Sales,Master,1,Full-Time,Female,1,TRUE,Senior,3,Single,1,6,2,8,2,22,40,1,3,4
30,17,Car,Sales,Master,1,Full-Time,Male,8,TRUE,Mid,5,Married,2,0,2,8,1,11,34,4,2,4
47,24,Car,Sales,Master,1,Full-Time,Male,7,TRUE,Senior,5,Married,8,2,2,6,2,21,44,4,4,4
30,23,Car,Sales,Master,1,Part-Time,Female,2,FALSE,Mid,3,Married,2,0,2,7,1,14,31,2,1,1
39,17,Car,Sales,Master,1,Part-Time,Female,17,FALSE,Senior,4,Single,5,5,0,7,1,25,48,3,3,1
26,16,Car,Sales,Master,1,Part-Time,Male,3,FALSE,Senior,3,Single,1,4,3,7,1,16,42,1,4,1
57,17,Car,Sales,Master,1,Part-Time,Male,14,TRUE,Senior,5,Married,11,1,3,8,2,17,47,2,1,2
44,26,Car,Sales,PhD,1,Contract,Female,6,FALSE,Lead,2,Married,7,4,1,7,1,26,53,3,5,5
153,53,Car,Sales,PhD,3,Full-Time,Male,38,FALSE,Lead,5,Married,28,15,8,19,8,77,169,9,8,14
44,3,Motorbike,Customer Service,Bachelor,1,Contract,Male,22,FALSE,Senior,1,Married,7,8,2,5,1,20,51,1,3,4
24,10,Motorbike,Customer Service,Bachelor,1,Full-Time,Female,2,FALSE,Junior,4,Single,0,0,3,7,1,7,21,1,3,1
29,4,Motorbike,Customer Service,Bachelor,1,Full-Time,Female,6,FALSE,Mid,1,Single,2,0,2,6,1,14,33,1,3,5
30,16,Motorbike,Customer Service,Bachelor,1,Full-Time,Female,8,FALSE,Senior,4,Married,2,4,2,8,5,18,44,5,3,2
37,23,Motorbike,Customer Service,Bachelor,1,Full-Time,Female,7,FALSE,Senior,3,Single,5,7,2,6,1,25,44,4,4,2
50,22,Motorbike,Customer Service,Bachelor,1,Full-Time,Male,8,FALSE,Lead,5,Divorced,9,6,2,7,4,27,54,3,5,1
40,17,Motorbike,Customer Service,Bachelor,1,Full-Time,Male,18,FALSE,Lead,4,Married,6,2,2,6,1,22,59,3,5,2
36,8,Motorbike,Customer Service,Bachelor,1,Full-Time,Male,14,FALSE,Senior,4,Married,4,2,3,7,3,21,47,4,4,3
27,4,Motorbike,Customer Service,Bachelor,1,Full-Time,Other,5,TRUE,Junior,2,Single,1,0,3,9,2,8,22,3,2,1
22,19,Motorbike,Customer Service,Bachelor,1,Part-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,1,8,2,22,10,4,3,1
70,25,Motorbike,Customer Service,Bachelor,2,Part-Time,Female,25,FALSE,Senior,5,Married,8,16,4,12,5,41,92,4,6,5
28,22,Motorbike,Customer Service,Bachelor,1,Part-Time,Male,6,TRUE,Junior,5,Single,2,0,2,9,1,7,23,3,4,4
35,13,Motorbike,Customer Service,Bachelor,1,Part-Time,Male,13,TRUE,Senior,5,Single,4,8,2,9,2,15,46,2,3,3
23,17,Motorbike,Customer Service,High School,1,Full-Time,Female,1,FALSE,Intern/Fresher,3,Single,0,0,0,7,3,20,10,4,1,3
